signal_ts,entry_ts,exit_ts,direction,tier,entry_px,exit_px,exit_reason,hold_h,gross,net,regime
2025-12-01 08:00:00,2025-12-01 09:00:00,2025-12-01 17:00:00,UP,Strong,86811.0,84902.8,time_exit,8.0,-0.021981085346327034,-0.022781085346327033,BEAR
2025-12-01 09:00:00,2025-12-01 10:00:00,2025-12-01 18:00:00,UP,Strong,86659.2,85159.2,time_exit,8.0,-0.017309183560429875,-0.018109183560429874,BEAR
2025-12-01 10:00:00,2025-12-01 11:00:00,2025-12-01 19:00:00,UP,Moderate,86599.0,84985.0,time_exit,8.0,-0.018637628610030155,-0.019437628610030153,BEAR
2025-12-01 11:00:00,2025-12-01 12:00:00,2025-12-01 20:00:00,UP,Moderate,86100.0,85474.1,time_exit,8.0,-0.00726945412311264,-0.00806945412311264,BEAR
2025-12-01 12:00:00,2025-12-01 13:00:00,2025-12-01 21:00:00,UP,Strong,85396.3,86380.1,time_exit,8.0,0.01152040545082178,0.01072040545082178,BEAR
2025-12-01 13:00:00,2025-12-01 14:00:00,2025-12-01 22:00:00,UP,Strong,85943.7,86518.2,time_exit,8.0,0.006684608644961676,0.005884608644961676,BEAR
2025-12-01 14:00:00,2025-12-01 15:00:00,2025-12-01 23:00:00,UP,Strong,86017.4,86241.6,time_exit,8.0,0.0026064493927973054,0.0018064493927973054,BEAR
2025-12-01 15:00:00,2025-12-01 16:00:00,2025-12-02 00:00:00,UP,Strong,84650.0,86472.0,time_exit,8.0,0.021523922031896126,0.020723922031896127,BEAR
2025-12-01 16:00:00,2025-12-01 17:00:00,2025-12-02 01:00:00,UP,Strong,84540.4,86409.9,time_exit,8.0,0.022113687657025594,0.021313687657025595,BEAR
2025-12-01 17:00:00,2025-12-01 18:00:00,2025-12-02 02:00:00,UP,Moderate,84902.6,86501.2,time_exit,8.0,0.018828634223215568,0.01802863422321557,BEAR
2025-12-01 18:00:00,2025-12-01 19:00:00,2025-12-02 03:00:00,UP,Moderate,85159.1,86936.0,time_exit,8.0,0.02086565029456633,0.02006565029456633,BEAR
2025-12-01 19:00:00,2025-12-01 20:00:00,2025-12-02 04:00:00,UP,Moderate,84985.0,86924.9,time_exit,8.0,0.02282638112608093,0.02202638112608093,BEAR
2025-12-01 20:00:00,2025-12-01 21:00:00,2025-12-02 05:00:00,UP,Strong,85474.1,86968.7,time_exit,8.0,0.017485998682641668,0.01668599868264167,BEAR
2025-12-01 21:00:00,2025-12-01 22:00:00,2025-12-02 06:00:00,UP,Moderate,86380.1,87043.7,time_exit,8.0,0.007682324979943145,0.006882324979943144,BEAR
2025-12-01 22:00:00,2025-12-01 23:00:00,2025-12-02 07:00:00,UP,Moderate,86518.4,86965.0,time_exit,8.0,0.005161907756038087,0.004361907756038086,BEAR
2025-12-02 01:00:00,2025-12-02 02:00:00,2025-12-02 10:00:00,UP,Moderate,86409.9,87241.8,time_exit,8.0,0.009627369086181226,0.008827369086181225,CHOPPY
2025-12-02 03:00:00,2025-12-02 04:00:00,2025-12-02 12:00:00,UP,Moderate,86935.9,87225.6,time_exit,8.0,0.003332340264493805,0.002532340264493805,BULL
2025-12-02 11:00:00,2025-12-02 12:00:00,2025-12-02 20:00:00,UP,Moderate,87327.0,90976.1,time_exit,8.0,0.04178661811352735,0.04098661811352735,BULL
2025-12-02 20:00:00,2025-12-02 21:00:00,2025-12-03 05:00:00,UP,Moderate,90976.1,93591.0,time_exit,8.0,0.028742713745697923,0.027942713745697925,BULL
2025-12-09 04:00:00,2025-12-09 05:00:00,2025-12-09 13:00:00,UP,Moderate,89875.3,90385.0,time_exit,8.0,0.005671191083645777,0.0048711910836457765,CHOPPY
2025-12-09 05:00:00,2025-12-09 06:00:00,2025-12-09 14:00:00,UP,Moderate,89857.7,90327.1,time_exit,8.0,0.005223814987474817,0.004423814987474817,CHOPPY
2025-12-09 08:00:00,2025-12-09 09:00:00,2025-12-09 17:00:00,DOWN,Moderate,90459.0,93884.5,time_exit,8.0,-0.03786798439071837,-0.03866798439071837,CHOPPY
2025-12-09 09:00:00,2025-12-09 10:00:00,2025-12-09 18:00:00,DOWN,Moderate,90100.0,93887.3,time_exit,8.0,-0.0420344062153164,-0.0428344062153164,CHOPPY
2025-12-09 11:00:00,2025-12-09 12:00:00,2025-12-09 20:00:00,UP,Moderate,90342.0,93075.2,time_exit,8.0,0.030253923977773267,0.02945392397777327,CHOPPY
2025-12-09 12:00:00,2025-12-09 13:00:00,2025-12-09 21:00:00,UP,Moderate,90532.7,92591.2,time_exit,8.0,0.02273764065359818,0.02193764065359818,CHOPPY
2025-12-09 13:00:00,2025-12-09 14:00:00,2025-12-09 22:00:00,UP,Moderate,90385.1,92832.0,time_exit,8.0,0.027071939954704805,0.026271939954704806,CHOPPY
2025-12-09 14:00:00,2025-12-09 15:00:00,2025-12-09 23:00:00,UP,Moderate,90327.1,92638.4,time_exit,8.0,0.025588112537654695,0.024788112537654696,BULL
2025-12-09 15:00:00,2025-12-09 16:00:00,2025-12-10 00:00:00,UP,Strong,92676.9,92084.5,time_exit,8.0,-0.006392099865230594,-0.007192099865230594,BULL
2025-12-09 18:00:00,2025-12-09 19:00:00,2025-12-10 03:00:00,DOWN,Strong,93887.2,92366.0,time_exit,8.0,0.016202421629359476,0.015402421629359475,BULL
2025-12-09 19:00:00,2025-12-09 20:00:00,2025-12-10 04:00:00,DOWN,Strong,93761.9,92507.3,time_exit,8.0,0.01338070154295068,0.012580701542950679,BULL
2025-12-09 20:00:00,2025-12-09 21:00:00,2025-12-10 05:00:00,UP,Moderate,93075.2,92508.6,time_exit,8.0,-0.006087550711682543,-0.006887550711682544,BULL
2025-12-09 21:00:00,2025-12-09 22:00:00,2025-12-10 06:00:00,UP,Moderate,92591.2,92648.0,time_exit,8.0,0.0006134492262763747,-0.00018655077372362538,BULL
2025-12-09 22:00:00,2025-12-09 23:00:00,2025-12-10 07:00:00,UP,Moderate,92832.0,92744.7,time_exit,8.0,-0.0009404084798345647,-0.0017404084798345646,BULL
2025-12-10 00:00:00,2025-12-10 01:00:00,2025-12-10 09:00:00,UP,Moderate,92084.5,92870.1,time_exit,8.0,0.008531294626131558,0.007731294626131558,BULL
2025-12-10 01:00:00,2025-12-10 02:00:00,2025-12-10 10:00:00,UP,Moderate,92269.2,92230.5,time_exit,8.0,-0.00041942490018331835,-0.0012194249001833183,BULL
2025-12-10 04:00:00,2025-12-10 05:00:00,2025-12-10 13:00:00,UP,Moderate,92507.4,92054.6,time_exit,8.0,-0.00489474355565056,-0.005694743555650561,BULL
2025-12-10 05:00:00,2025-12-10 06:00:00,2025-12-10 14:00:00,UP,Moderate,92508.5,91794.0,time_exit,8.0,-0.007723614586767735,-0.008523614586767736,BULL
2025-12-10 06:00:00,2025-12-10 07:00:00,2025-12-10 15:00:00,UP,Moderate,92648.0,92021.8,time_exit,8.0,-0.006758915464985749,-0.007558915464985749,BULL
2025-12-10 07:00:00,2025-12-10 08:00:00,2025-12-10 16:00:00,UP,Moderate,92744.7,92126.7,time_exit,8.0,-0.006663453545054376,-0.007463453545054377,BULL
2025-12-10 08:00:00,2025-12-10 09:00:00,2025-12-10 17:00:00,UP,Moderate,92565.1,92348.8,time_exit,8.0,-0.002336733823006809,-0.003136733823006809,BULL
2025-12-10 09:00:00,2025-12-10 10:00:00,2025-12-10 18:00:00,UP,Moderate,92870.0,92448.8,time_exit,8.0,-0.004535372025411877,-0.005335372025411877,BULL
2025-12-10 10:00:00,2025-12-10 11:00:00,2025-12-10 19:00:00,UP,Moderate,92230.4,92913.8,time_exit,8.0,0.0074097043924781225,0.006609704392478122,BULL
2025-12-10 11:00:00,2025-12-10 12:00:00,2025-12-10 20:00:00,UP,Moderate,92085.4,92409.1,time_exit,8.0,0.00351521522412912,0.00271521522412912,BULL
2025-12-10 12:00:00,2025-12-10 13:00:00,2025-12-10 21:00:00,UP,Moderate,91952.2,92308.2,time_exit,8.0,0.003871576754009176,0.003071576754009176,BULL
