signal_ts,entry_ts,exit_ts,direction,tier,entry_px,exit_px,exit_reason,hold_h,gross,net,regime
2025-12-01 08:00:00,2025-12-01 09:00:00,2025-12-01 15:00:00,UP,Strong,86811.0,84206.67,disaster_stop,6.0,-0.030000000000000027,-0.030800000000000025,BEAR
2025-12-01 09:00:00,2025-12-01 10:00:00,2025-12-01 15:00:00,UP,Strong,86659.2,84059.424,disaster_stop,5.0,-0.030000000000000027,-0.030800000000000025,BEAR
2025-12-01 10:00:00,2025-12-01 11:00:00,2025-12-01 15:00:00,UP,Moderate,86599.0,84001.03,disaster_stop,4.0,-0.030000000000000027,-0.030800000000000025,BEAR
2025-12-01 11:00:00,2025-12-01 12:00:00,2025-12-04 12:00:00,UP,Moderate,86100.0,92947.9,time_exit,72.0,0.07953426248548201,0.07873426248548202,BEAR
2025-12-01 12:00:00,2025-12-01 13:00:00,2025-12-04 13:00:00,UP,Strong,85396.3,92480.4,time_exit,72.0,0.0829555847267387,0.0821555847267387,BEAR
2025-12-01 13:00:00,2025-12-01 14:00:00,2025-12-04 14:00:00,UP,Strong,85943.7,91859.4,time_exit,72.0,0.06883227042819895,0.06803227042819895,BEAR
2025-12-01 14:00:00,2025-12-01 15:00:00,2025-12-04 15:00:00,UP,Strong,86017.4,92933.5,time_exit,72.0,0.08040349975702599,0.07960349975702599,BEAR
2025-12-01 15:00:00,2025-12-01 16:00:00,2025-12-04 16:00:00,UP,Strong,84650.0,92390.0,time_exit,72.0,0.09143532191376247,0.09063532191376247,BEAR
2025-12-01 16:00:00,2025-12-01 17:00:00,2025-12-04 17:00:00,UP,Strong,84540.4,92384.5,time_exit,72.0,0.09278522457901794,0.09198522457901795,BEAR
2025-12-01 17:00:00,2025-12-01 18:00:00,2025-12-04 18:00:00,UP,Moderate,84902.6,92093.4,time_exit,72.0,0.08469469721775291,0.08389469721775292,BEAR
2025-12-01 18:00:00,2025-12-01 19:00:00,2025-12-04 19:00:00,UP,Moderate,85159.1,91941.5,time_exit,72.0,0.07964386659793243,0.07884386659793244,BEAR
2025-12-01 19:00:00,2025-12-01 20:00:00,2025-12-04 20:00:00,UP,Moderate,84985.0,92431.7,time_exit,72.0,0.08762369829969985,0.08682369829969985,BEAR
2025-12-01 20:00:00,2025-12-01 21:00:00,2025-12-04 21:00:00,UP,Strong,85474.1,92111.2,time_exit,72.0,0.07765042275964285,0.07685042275964285,BEAR
2025-12-01 21:00:00,2025-12-01 22:00:00,2025-12-04 22:00:00,UP,Moderate,86380.1,92295.5,time_exit,72.0,0.06848105061235166,0.06768105061235166,BEAR
2025-12-01 22:00:00,2025-12-01 23:00:00,2025-12-04 23:00:00,UP,Moderate,86518.4,92034.7,time_exit,72.0,0.06375869179272842,0.06295869179272842,BEAR
2025-12-02 01:00:00,2025-12-02 02:00:00,2025-12-05 02:00:00,UP,Moderate,86409.9,92476.1,time_exit,72.0,0.07020260409976187,0.06940260409976187,CHOPPY
2025-12-02 03:00:00,2025-12-02 04:00:00,2025-12-05 04:00:00,UP,Moderate,86935.9,91985.5,time_exit,72.0,0.05808417466202109,0.05728417466202109,BULL
2025-12-02 11:00:00,2025-12-02 12:00:00,2025-12-05 12:00:00,UP,Moderate,87327.0,91194.6,time_exit,72.0,0.044288707959737605,0.0434887079597376,BULL
2025-12-02 20:00:00,2025-12-02 21:00:00,2025-12-05 21:00:00,UP,Moderate,90976.1,89145.1,time_exit,72.0,-0.02012616500377573,-0.02092616500377573,BULL
2025-12-09 04:00:00,2025-12-09 05:00:00,2025-12-09 09:00:00,UP,Moderate,89875.3,90459.0,opp_signal,4.0,0.006494554121098783,0.005694554121098783,CHOPPY
2025-12-09 05:00:00,2025-12-09 06:00:00,2025-12-09 09:00:00,UP,Moderate,89857.7,90459.0,opp_signal,3.0,0.006691691418765577,0.005891691418765577,CHOPPY
2025-12-09 08:00:00,2025-12-09 09:00:00,2025-12-09 12:00:00,DOWN,Moderate,90459.0,90342.0,opp_signal,3.0,0.0012934036414287142,0.0004934036414287142,CHOPPY
2025-12-09 09:00:00,2025-12-09 10:00:00,2025-12-09 12:00:00,DOWN,Moderate,90100.0,90342.0,opp_signal,2.0,-0.0026859045504994405,-0.0034859045504994405,CHOPPY
2025-12-09 11:00:00,2025-12-09 12:00:00,2025-12-09 19:00:00,UP,Moderate,90342.0,93887.2,opp_signal,7.0,0.0392419915432467,0.0384419915432467,CHOPPY
2025-12-09 12:00:00,2025-12-09 13:00:00,2025-12-09 19:00:00,UP,Moderate,90532.7,93887.2,opp_signal,6.0,0.03705291016395185,0.036252910163951844,CHOPPY
2025-12-09 13:00:00,2025-12-09 14:00:00,2025-12-09 19:00:00,UP,Moderate,90385.1,93887.2,opp_signal,5.0,0.0387464305510532,0.0379464305510532,CHOPPY
2025-12-09 14:00:00,2025-12-09 15:00:00,2025-12-09 19:00:00,UP,Moderate,90327.1,93887.2,opp_signal,4.0,0.039413420778481756,0.038613420778481754,BULL
2025-12-09 15:00:00,2025-12-09 16:00:00,2025-12-09 19:00:00,UP,Strong,92676.9,93887.2,opp_signal,3.0,0.013059349201365311,0.01225934920136531,BULL
2025-12-09 18:00:00,2025-12-09 19:00:00,2025-12-09 21:00:00,DOWN,Strong,93887.2,93075.2,opp_signal,2.0,0.008648676283881107,0.007848676283881107,BULL
2025-12-09 19:00:00,2025-12-09 20:00:00,2025-12-09 21:00:00,DOWN,Strong,93761.9,93075.2,opp_signal,1.0,0.0073238703567226615,0.006523870356722661,BULL
2025-12-09 20:00:00,2025-12-09 21:00:00,2025-12-11 02:00:00,UP,Moderate,93075.2,89874.39084708545,disaster_stop,29.0,-0.03438949529965607,-0.03518949529965607,BULL
2025-12-09 21:00:00,2025-12-09 22:00:00,2025-12-11 03:00:00,UP,Moderate,92591.2,89333.96292943649,disaster_stop,29.0,-0.03517868944957525,-0.03597868944957525,BULL
2025-12-09 22:00:00,2025-12-09 23:00:00,2025-12-11 03:00:00,UP,Moderate,92832.0,89651.8512916196,disaster_stop,28.0,-0.03425703107097111,-0.03505703107097111,BULL
2025-12-10 00:00:00,2025-12-10 01:00:00,2025-12-11 23:00:00,UP,Moderate,92084.5,92325.4,opp_signal,46.0,0.002616075452437583,0.001816075452437583,BULL
2025-12-10 01:00:00,2025-12-10 02:00:00,2025-12-11 14:00:00,UP,Moderate,92269.2,89286.20659172312,disaster_stop,36.0,-0.032329243217421144,-0.033129243217421146,BULL
2025-12-10 04:00:00,2025-12-10 05:00:00,2025-12-11 03:00:00,UP,Moderate,92507.4,89732.178,disaster_stop,22.0,-0.029999999999999916,-0.030799999999999914,BULL
2025-12-10 05:00:00,2025-12-10 06:00:00,2025-12-11 03:00:00,UP,Moderate,92508.5,89733.245,disaster_stop,21.0,-0.030000000000000027,-0.030800000000000025,BULL
2025-12-10 06:00:00,2025-12-10 07:00:00,2025-12-11 02:00:00,UP,Moderate,92648.0,89868.56,disaster_stop,19.0,-0.030000000000000027,-0.030800000000000025,BULL
2025-12-10 07:00:00,2025-12-10 08:00:00,2025-12-11 02:00:00,UP,Moderate,92744.7,89962.359,disaster_stop,18.0,-0.030000000000000027,-0.030800000000000025,BULL
2025-12-10 08:00:00,2025-12-10 09:00:00,2025-12-11 03:00:00,UP,Moderate,92565.1,89788.14700000001,disaster_stop,18.0,-0.029999999999999916,-0.030799999999999914,BULL
2025-12-10 09:00:00,2025-12-10 10:00:00,2025-12-11 02:00:00,UP,Moderate,92870.0,90083.9,disaster_stop,16.0,-0.030000000000000027,-0.030800000000000025,BULL
2025-12-10 10:00:00,2025-12-10 11:00:00,2025-12-11 03:00:00,UP,Moderate,92230.4,89463.488,disaster_stop,16.0,-0.029999999999999916,-0.030799999999999914,BULL
2025-12-10 11:00:00,2025-12-10 12:00:00,2025-12-11 03:00:00,UP,Moderate,92085.4,89322.83799999999,disaster_stop,15.0,-0.030000000000000027,-0.030800000000000025,BULL
2025-12-10 12:00:00,2025-12-10 13:00:00,2025-12-11 23:00:00,UP,Moderate,91952.2,92325.4,opp_signal,34.0,0.004058630462348889,0.003258630462348889,BULL
2025-12-10 13:00:00,2025-12-10 14:00:00,2025-12-11 14:00:00,UP,Moderate,92054.5,89292.865,disaster_stop,24.0,-0.029999999999999916,-0.030799999999999914,BULL
2025-12-10 14:00:00,2025-12-10 15:00:00,2025-12-11 23:00:00,UP,Moderate,91794.0,92325.4,opp_signal,32.0,0.005789049393206458,0.004989049393206458,CHOPPY
2025-12-10 15:00:00,2025-12-10 16:00:00,2025-12-11 14:00:00,UP,Moderate,92021.8,89261.14600000001,disaster_stop,22.0,-0.029999999999999916,-0.030799999999999914,CHOPPY
2025-12-10 16:00:00,2025-12-10 17:00:00,2025-12-11 03:00:00,UP,Moderate,92126.7,89362.89899999999,disaster_stop,10.0,-0.030000000000000027,-0.030800000000000025,CHOPPY
2025-12-10 17:00:00,2025-12-10 18:00:00,2025-12-11 03:00:00,UP,Moderate,92348.7,89578.239,disaster_stop,9.0,-0.029999999999999916,-0.030799999999999914,CHOPPY
2025-12-10 18:00:00,2025-12-10 19:00:00,2025-12-11 03:00:00,UP,Moderate,92448.8,89675.33600000001,disaster_stop,8.0,-0.029999999999999916,-0.030799999999999914,CHOPPY
2025-12-10 19:00:00,2025-12-10 20:00:00,2025-12-11 02:00:00,UP,Moderate,92913.9,90126.483,disaster_stop,6.0,-0.030000000000000027,-0.030800000000000025,CHOPPY
2025-12-10 21:00:00,2025-12-10 22:00:00,2025-12-11 23:00:00,UP,Moderate,92308.3,92325.4,opp_signal,25.0,0.00018524878044545723,-0.0006147512195545428,CHOPPY
2025-12-10 22:00:00,2025-12-10 23:00:00,2025-12-11 14:00:00,UP,Moderate,92472.2,89268.74021219151,disaster_stop,15.0,-0.034642409154410636,-0.03544240915441064,CHOPPY
2025-12-10 23:00:00,2025-12-11 00:00:00,2025-12-11 23:00:00,UP,Moderate,91977.5,92325.4,opp_signal,23.0,0.0037824467940528184,0.0029824467940528184,CHOPPY
2025-12-11 00:00:00,2025-12-11 01:00:00,2025-12-11 23:00:00,UP,Moderate,91350.1,92325.4,opp_signal,22.0,0.010676507195941598,0.009876507195941598,CHOPPY
2025-12-11 01:00:00,2025-12-11 02:00:00,2025-12-11 23:00:00,UP,Moderate,90637.0,92325.4,opp_signal,21.0,0.018628154065116753,0.017828154065116755,CHOPPY
2025-12-11 02:00:00,2025-12-11 03:00:00,2025-12-11 23:00:00,UP,Moderate,90034.4,92325.4,opp_signal,20.0,0.025445829594021863,0.024645829594021864,CHOPPY
2025-12-11 03:00:00,2025-12-11 04:00:00,2025-12-11 23:00:00,UP,Moderate,89833.1,92325.4,opp_signal,19.0,0.027743671319368834,0.026943671319368836,CHOPPY
2025-12-11 04:00:00,2025-12-11 05:00:00,2025-12-11 23:00:00,UP,Strong,90386.6,92325.4,opp_signal,18.0,0.02145008220245015,0.02065008220245015,CHOPPY
2025-12-11 06:00:00,2025-12-11 07:00:00,2025-12-11 23:00:00,UP,Moderate,90252.0,92325.4,opp_signal,16.0,0.022973452111864523,0.022173452111864524,CHOPPY
2025-12-11 08:00:00,2025-12-11 09:00:00,2025-12-11 23:00:00,UP,Moderate,90152.6,92325.4,opp_signal,14.0,0.024101357032409343,0.023301357032409344,CHOPPY
2025-12-11 13:00:00,2025-12-11 14:00:00,2025-12-11 23:00:00,UP,Strong,90062.8,92325.4,opp_signal,9.0,0.025122470098642102,0.024322470098642104,CHOPPY
2025-12-11 14:00:00,2025-12-11 15:00:00,2025-12-11 23:00:00,UP,Strong,89514.4,92325.4,opp_signal,8.0,0.031402768716541685,0.030602768716541686,CHOPPY
2025-12-11 15:00:00,2025-12-11 16:00:00,2025-12-11 23:00:00,UP,Strong,89830.1,92325.4,opp_signal,7.0,0.027777994235784975,0.026977994235784977,CHOPPY
2025-12-11 16:00:00,2025-12-11 17:00:00,2025-12-11 23:00:00,UP,Strong,89704.2,92325.4,opp_signal,6.0,0.02922048243003106,0.02842048243003106,CHOPPY
2025-12-11 17:00:00,2025-12-11 18:00:00,2025-12-11 23:00:00,UP,Strong,89935.3,92325.4,opp_signal,5.0,0.026575771693650774,0.025775771693650775,CHOPPY
2025-12-11 18:00:00,2025-12-11 19:00:00,2025-12-11 23:00:00,UP,Strong,90657.9,92325.4,opp_signal,4.0,0.018393322589647543,0.017593322589647544,CHOPPY
2025-12-11 19:00:00,2025-12-11 20:00:00,2025-12-11 23:00:00,UP,Strong,90793.5,92325.4,opp_signal,3.0,0.016872353197090018,0.01607235319709002,CHOPPY
2025-12-11 20:00:00,2025-12-11 21:00:00,2025-12-11 23:00:00,UP,Moderate,91740.9,92325.4,opp_signal,2.0,0.006371204119427709,0.005571204119427709,BULL
2025-12-11 22:00:00,2025-12-11 23:00:00,2025-12-12 09:00:00,DOWN,Strong,92325.4,92311.4,opp_signal,10.0,0.000151637577524677,-0.000648362422475323,BULL
2025-12-11 23:00:00,2025-12-12 00:00:00,2025-12-12 09:00:00,DOWN,Strong,92477.6,92311.4,opp_signal,9.0,0.0017971919686498028,0.0009971919686498029,CHOPPY
2025-12-12 04:00:00,2025-12-12 05:00:00,2025-12-12 09:00:00,DOWN,Strong,92355.7,92311.4,opp_signal,4.0,0.0004796671997505664,-0.00032033280024943366,CHOPPY
2025-12-12 05:00:00,2025-12-12 06:00:00,2025-12-12 09:00:00,DOWN,Strong,92404.9,92311.4,opp_signal,3.0,0.001011851103134176,0.00021185110313417588,CHOPPY
